original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,district,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2017-05-14 19:44:25,-20.84,-68.73,115,5.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-14 11:32:55,-33.13,-71.62,29,4.0,894.3304243825053,"Piscinas Hidroeléctrica El Sauce, Ruta F-730, 234 0000 Valparaíso, Chile",-33.12606905,-71.61162121801495,,2340000,,,Ruta F-730,Valparaíso,Piscinas Hidroeléctrica El Sauce,Provincia de Valparaíso,IP,Valparaiso Region,VS,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-13 19:44:43,-21.76,-70.36,40,4.0,2208061.384773802,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-05-13 16:54:46,-32.93,-72.04,24,5.2,1789142.6330906744,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-05-10 08:17:44,-27.41,-69.56,113,4.2,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-08 00:14:46,-21.34,-68.89,115,4.4,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-06 16:10:40,-20.01,-69.2,94,4.5,200.73888974760519,"Parca, Tamarugal, Chile",-20.008579,-69.198815,,,,,,,Parca,Tamarugal,TM,De Tarapaca,TP,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-05 06:50:56,-28.72,-71.55,36,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-05 03:41:13,-28.71,-71.49,20,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-03 07:12:22,-37.74,-73.9,15,4.0,1769283.4789002151,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-05-01 19:43:47,-29.31,-70.33,84,4.1,0,"Alto del Carmen, Provincia de Huasco, Chile",-28.7596711,-70.4861108,,,,,,Alto del Carmen,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-30 09:36:03,-19.99,-70.97,36,4.8,2253417.0806283876,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 08:54:01,-33.23,-72.11,20,4.1,1786551.8379908733,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 08:30:43,-33.25,-72.05,24,4.2,1792367.8688539818,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 04:50:35,-33.24,-71.97,26,4.0,1799609.557178099,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 01:46:01,-33.23,-71.98,26,4.7,1798548.6056057904,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 01:37:16,-33.23,-72.07,20,4.3,1790242.8183119604,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-29 01:08:35,-33.37,-71.99,24,4.4,1799622.3928770805,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 18:28:23,-33.28,-71.96,24,4.2,1801090.217870338,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 17:57:07,-33.36,-71.94,25,4.3,1804078.9075544279,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 17:41:50,-33.3,-71.98,22,5.0,1799529.6167263782,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 17:21:48,-33.23,-72.06,24,4.3,1791165.6098570316,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 17:09:40,-33.25,-71.93,24,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-28 16:27:27,-33.33,-71.93,28,4.0,1804566.0990673383,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 16:18:46,-33.24,-71.9,30,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-28 16:05:57,-33.17,-71.66,26,5.8,0,"Casablanca, Provincia de Valparaíso, Chile",-33.3205864,-71.4100762,,,,,,Casablanca,,Provincia de Valparaíso,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-28 15:58:34,-33.26,-72.05,23,5.1,1792508.5846503186,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 15:57:01,-33.28,-71.97,28,4.3,1800168.1179357811,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 15:49:44,-33.31,-71.91,26,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-28 15:44:31,-33.24,-72.02,21,4.3,1794995.8291415912,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 15:40:24,-33.26,-71.91,29,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-28 15:33:30,-33.32,-71.96,24,4.7,1801658.5962243562,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-28 15:30:05,-33.26,-72.11,23,5.5,1786975.1724324774,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-27 21:17:34,-33.3,-71.73,21,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-27 08:46:34,-33.1,-72.06,18,4.1,1789411.4568435934,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-27 08:24:41,-33.28,-71.89,27,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-27 06:55:45,-33.29,-71.88,29,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-27 05:09:22,-33.31,-71.9,28,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-27 04:55:01,-28.64,-70.64,71,4.3,972.322628724092,"La Mollaca, Huasco, Chile",-28.64681,-70.63375,,,,,,,La Mollaca,Huasco,HU,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-04-27 01:55:06,-33.16,-71.63,23,4.0,7649.298900041439,"Valparaíso, Provincia de Valparaíso, Chile",-33.1148867,-71.5679796,,,,,,Valparaíso,,Provincia de Valparaíso,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-26 21:59:00,-20.95,-69.04,103,4.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-26 18:12:32,-19.69,-69.3,107,5.3,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-26 15:14:01,-33.3,-71.99,27,4.5,1798607.907246512,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-26 14:45:55,-33.29,-71.85,26,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-26 08:09:54,-20.44,-69.12,93,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-26 00:43:01,-32.96,-71.92,28,4.0,1800633.028006105,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 23:58:11,-32.95,-71.98,33,4.2,1794947.885288316,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 16:48:36,-33.31,-72.01,18,4.2,1796907.8534152415,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 12:13:23,-33.12,-72.21,31,4.7,1775805.3481498377,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 09:33:31,-33.1,-72.0,28,4.3,1794962.0732067958,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 03:02:23,-33.16,-72.08,27,4.9,1788359.1489281335,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 02:33:05,-32.98,-71.92,29,4.1,1800872.3665979567,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 01:43:03,-33.16,-72.09,24,5.1,1787435.1731168772,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 01:33:15,-33.16,-72.04,25,4.5,1792055.2291534382,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 00:17:36,-33.17,-72.04,24,4.6,1792189.8189335777,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-25 00:09:28,-33.18,-71.79,29,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-24 23:58:01,-33.31,-71.77,21,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-24 23:54:45,-33.29,-71.93,28,4.8,1803997.2116556785,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-24 23:28:54,-33.18,-71.82,32,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-24 22:50:30,-33.11,-72.03,27,4.6,1792317.1347251746,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-24 22:03:42,-33.06,-71.88,30,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-24 21:58:33,-33.16,-71.92,29,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-24 21:45:58,-32.42,-72.66,26,5.5,1725934.7566800239,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-24 21:38:28,-33.09,-72.09,25,6.9,1786505.5689333791,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-24 03:50:50,-33.09,-72.14,32,4.5,1781879.9198162265,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 19:40:10,-33.05,-72.16,17,5.4,1779508.413826463,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 16:12:54,-32.99,-71.96,27,4.3,1797284.6342285369,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 03:02:17,-33.07,-72.02,24,4.7,1792724.94922289,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 03:00:12,-33.06,-71.97,18,4.5,1797226.5221133945,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 02:52:38,-33.05,-72.0,25,4.7,1794322.3290838117,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 02:42:17,-33.09,-71.89,26,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-23 02:36:06,-33.02,-72.12,24,6.0,1782829.5186110768,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-23 01:49:12,-33.03,-72.06,22,4.6,1788513.3316779302,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-22 22:46:44,-33.04,-71.96,28,4.5,1797901.169192405,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-19 03:39:54,-22.33,-68.82,117,4.2,5.99382478425369,"Camino Centro Radomiro Tomic, Calama, Chile",-22.297858721643166,-68.79619135287714,,,,,Camino Centro Radomiro Tomic,Calama,Camino Centro Radomiro Tomic,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-18 12:33:53,-31.86,-71.22,55,4.4,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-18 07:11:56,-19.19,-69.98,63,4.5,918.2010957321611,"Huara, Provincia del Tamarugal, Chile",-19.1950079,-69.9869521,,,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-18 01:48:43,-21.82,-68.41,124,4.8,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-17 21:14:29,-22.38,-69.79,62,4.8,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-17 13:29:35,-19.18,-70.12,58,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-15 21:26:39,-28.43,-71.31,44,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-15 08:19:43,-23.24,-68.05,156,6.2,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,San Pedro de Atacama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-15 08:13:37,-19.41,-70.37,70,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-15 01:50:23,-32.04,-70.99,96,4.2,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-14 18:03:24,-22.49,-68.82,122,5.2,402.4872870036143,"Parque Eólico Valle de los Vientos, El Loa, Chile",-22.486596,-68.821332,,,,,Parque Eólico Valle de los Vientos,,,El Loa,EL,De Antofagasta,AN,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-14 09:55:55,-19.8,-69.21,99,4.4,1404.7953465913822,"Gualchaya, Huara, Provincia del Tamarugal, Chile",-19.7875443,-69.2077546,,,,,,Huara,Gualchaya,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-14 01:36:22,-31.77,-71.62,34,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-13 03:42:51,-30.97,-71.42,48,5.3,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-11 13:39:43,-27.64,-70.05,82,5.3,148.29344791555556,"Quebrada Aguada de Los Sapos, Tierra Amarilla, Chile",-27.638900829086687,-70.04914746345699,,,,,Quebrada Aguada de Los Sapos,Tierra Amarilla,Quebrada Aguada de Los Sapos,Provincia de Copiapó,CO,Atacama Region,AT,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-09 03:05:29,-25.78,-69.56,109,5.2,1914.2552651829196,"La Pólvora, Taltal, Provincia de Antofagasta, Chile",-25.7766447,-69.5412488,,,,,,Taltal,La Pólvora,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-08 15:39:09,-25.85,-70.94,38,4.5,1976563.7997418812,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-04-04 13:01:50,-20.31,-70.2,40,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-04-03 06:56:58,-30.64,-70.98,81,4.4,0,"1880000 Monte Patria, Chile",-30.6944769,-70.9579593,,1880000,,,,Monte Patria,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-31 19:10:14,-30.77,-71.4,47,4.2,164.0465293179537,"Ovalle, Provincia de Limarí, Chile",-30.77172786441751,-71.40854629419296,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-31 18:44:39,-30.74,-71.35,40,5.0,612.7528462686715,"PMGD PFV Los Nogales, Ovalle, Chile",-30.741347,-71.343783,,,,PMGD PFV Los Nogales,PMGD PFV Los Nogales,Ovalle,,Limarí,LM,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-30 19:35:45,-20.41,-69.13,109,4.4,154.0607012559077,"Ruta A-685, Pica, Chile",-20.401543981050402,-69.12555237688805,,,,,Ruta A-685,Pica,Ruta A-685,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-30 09:06:20,-37.07,-74.21,19,4.7,1713899.7191121657,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-03-30 07:10:28,-19.17,-69.96,70,4.1,742.3796637387145,"Alto Encañada, Tamarugal, Chile",-19.17234,-69.96662,,,,,,,Alto Encañada,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-03-27 03:03:32,-36.16,-72.05,71,5.1,826.2273568347881,"Estero Cuyulemu, Linares, Chile",-36.16631,-72.04514,,,,,,,Estero Cuyulemu,Linares,LN,Del Maule,ML,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-03-25 06:59:23,-19.85,-69.0,109,5.0,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-23 08:33:03,-20.83,-69.02,105,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-21 15:01:59,-21.62,-68.48,127,5.1,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-21 05:56:55,-31.12,-71.26,58,4.0,0,"Combarbalá, Provincia de Limarí, Chile",-31.1781518,-71.0024382,,,,,,Combarbalá,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-20 00:39:23,-28.8,-70.88,74,4.4,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-18 22:26:47,-20.29,-68.72,117,4.6,818.9634353831451,"Apacheta de Rinconada, Tamarugal, Chile",-20.28333,-68.71667,,,,,,,Apacheta de Rinconada,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-03-17 08:02:57,-32.46,-71.67,34,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-17 06:10:57,-22.32,-67.76,175,5.1,0,"Municipio San Pablo de Lipez, Provincia Sur Lípez, Bolivia",-22.093118349999997,-67.40453633471795,,,,,,Municipio San Pablo de Lipez,,Provincia Sur Lípez,,Potosí,P,Bolivia,bo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-16 04:12:06,-21.52,-68.39,123,4.5,0,"Ollagüe, Provincia de El Loa, Chile",-21.2240535,-68.2535085,,,,,,Ollagüe,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-14 15:11:17,-33.58,-71.32,52,4.1,898.6897855856063,"Cerro Minillas, María Pinto, Provincia de Melipilla, Chile",-33.5878095,-71.3175016,,,,,,María Pinto,Cerro Minillas,Provincia de Melipilla,ME,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-03-13 15:05:55,-30.44,-71.33,51,5.3,698.6262492031537,"Cordón Los Ángeles, Elqui, Chile",-30.43376,-71.33085,,,,,,,Cordón Los Ángeles,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
