original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,postcode,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2019-01-20 05:51:16,-30.06,-71.24,62,3.8,980.4860028332728,"Los Pimientos, Camino Ovalle La Serena, 178 0000 Coquimbo, Chile",-30.062533,-71.2497587,,,1780000,,Camino Ovalle La Serena,Coquimbo,Los Pimientos,Provincia de Elqui,EQ,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 04:59:44,-30.14,-71.24,62,4.3,678.0345012035527,"PFV Chercan Solar, Coquimbo, Chile",-30.139073,-71.233031,,,,,PFV Chercan Solar,Coquimbo,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 03:27:19,-30.26,-71.24,60,3.9,1937.328080374574,"Coquimbo, Provincia de Elqui, Chile",-30.2520564,-71.2579519,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 03:09:41,-30.16,-71.23,60,3.7,623.0435329306988,"Abastible, Coquimbo, Chile",-30.154466,-71.228985,,,,gas,Abastible,Coquimbo,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 02:46:57,-30.14,-71.27,63,3.4,791.7204251762297,"Cerro Las Cabras, Elqui, Chile",-30.14233,-71.26222,,,,,,,Cerro Las Cabras,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-01-20 02:35:59,-30.09,-71.24,64,4.2,508.5257133193981,"Cerrillos, Elqui, Chile",-30.08543,-71.2402,,,,,,,Cerrillos,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-01-20 02:27:19,-30.06,-71.29,70,3.7,586.354755801913,"Reserva, Elqui, Chile",-30.06234,-71.29546,,,,,,,Reserva,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-01-20 01:38:20,-30.27,-71.29,61,4.1,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 01:32:51,-30.28,-71.36,50,6.7,654.7160366672858,"Quebrada El Romeral, Coquimbo, Chile",-30.275698645278347,-71.36465590961012,,,,,Quebrada El Romeral,Coquimbo,Quebrada El Romeral,Provincia de Elqui,EQ,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-18 15:02:54,-30.77,-71.3,62,4.4,1291.5656070704622,"Punitaqui, Provincia de Limarí, Chile",-30.7617538,-71.30952,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-18 12:34:09,-40.57,-73.05,51,4.0,961.350534102289,"Río Llutun, Osorno, Chile",-40.57451665999656,-73.04029470259526,,,,,Río Llutun,Osorno,Río Llutun,Provincia de Osorno,OS,Los Lagos Region,LG,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-18 09:32:26,-29.76,-70.77,55,3.5,0,"1760000 Vicuña, Chile",-30.0340482,-70.7126702,,,1760000,,,Vicuña,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-17 13:58:58,-22.19,-68.86,95,4.2,784.1368618022997,"Electroobtención, El Loa, Chile",-22.193042,-68.866871,,,,,Electroobtención,,,El Loa,EL,De Antofagasta,AN,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-17 07:39:34,-33.32,-70.23,111,4.1,153.8674195212578,"Tres Puntas, Lo Barnechea, Provincia de Santiago, Chile",-33.3208495,-70.2313072,,,,,,Lo Barnechea,Tres Puntas,Provincia de Santiago,SG,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-14 20:14:48,-27.05,-70.16,98,3.9,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-14 13:01:52,-41.6,-73.21,70,3.6,373.35446854475504,"Calbuco, Provincia de Llanquihue, Chile",-41.60311442891674,-73.2186538892584,,,,,,Calbuco,,Provincia de Llanquihue,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-14 11:16:00,-29.69,-71.59,31,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-11 21:17:01,-39.7,-73.57,40,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-09 20:05:17,-30.17,-71.68,54,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-08 22:32:56,-20.59,-69.79,24,4.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-07 13:43:31,-19.61,-69.13,104,4.9,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-07 01:44:59,-25.42,-70.89,26,3.6,1996136.2697570107,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-01-06 20:25:38,-19.6,-69.67,102,5.0,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-02 16:32:48,-25.48,-70.36,52,4.1,564.3972425308436,"Central, Antofagasta, Chile",-25.48034,-70.35439,,,,,,,Central,Antofagasta,AN,De Antofagasta,AN,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-12-31 17:26:01,-22.19,-68.72,114,4.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-31 10:49:41,-31.82,-69.8,151,5.6,117.24165816854149,"Arroyo Salado, J, Argentina",-31.8210274903926,-69.80027844276617,,,,,Arroyo Salado,,Arroyo Salado,Calingasta,CL,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-31 07:54:55,-23.13,-69.12,89,4.1,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-30 07:48:27,-19.62,-69.29,96,3.7,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-29 13:57:19,-30.05,-71.14,75,4.1,201.34365110614468,"Coquimbo, Provincia de Elqui, Chile",-30.044812528696124,-71.15547343754855,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-28 20:33:32,-19.91,-69.21,92,4.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-24 20:55:58,-22.09,-68.9,98,4.7,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-23 18:50:45,-27.58,-69.38,118,4.4,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-23 12:46:16,-27.48,-70.25,96,4.3,607.9520022067449,"Malaquita Sur-Este Mina Santos, Tierra Amarilla, Chile",-27.482080449999998,-70.25569922333213,,,,Malaquita Sur-Este Mina Santos,Malaquita Sur-Este Mina Santos,Tierra Amarilla,Malaquita Sur-Este Mina Santos,Provincia de Copiapó,CO,Atacama Region,AT,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-21 05:44:34,-37.8,-73.4,42,4.2,14.763446967713326,"Arturo Prat SN, 439 9001 Cañete, Chile",-37.799873,-73.399951,SN,,4399001,,Arturo Prat,Cañete,,Arauco,AU,Del Bio-Bio,BI,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2018-12-21 01:38:33,-21.05,-68.94,103,4.6,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-20 05:05:41,-19.96,-69.35,84,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-17 19:39:13,-29.6,-71.27,52,3.6,2924.6373932499155,"Caleta Hornos, Provincia de Elqui, Chile",-29.6222435,-71.2861447,,,,,,Caleta Hornos,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-17 02:04:57,-21.69,-69.04,94,4.2,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-16 16:27:22,-23.44,-69.36,89,5.0,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-16 00:04:13,-30.65,-71.63,31,4.7,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-15 12:12:49,-19.88,-71.01,35,4.7,2256578.686182766,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-12-13 23:01:39,-23.2,-69.26,86,4.1,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-13 04:04:29,-27.67,-69.29,111,4.8,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-11 23:25:11,-30.57,-71.28,60,4.4,723.9694408779891,"Quebrada Los Patos, Limarí, Chile",-30.56631,-71.27377,,,,,,,Quebrada Los Patos,Limarí,LM,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-12-11 17:55:06,-34.98,-71.13,101,4.6,1344.9917006767732,"Romeral, Provincia de Curicó, Chile",-34.9679045,-71.1301012,,,,,,Romeral,,Provincia de Curicó,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-11 05:33:12,-20.99,-69.95,68,5.1,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,Iquique,Iquique,Provincia de Iquique,IE,Tarapacа Region,TP,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-10 16:27:43,-19.13,-70.42,30,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-08 16:11:32,-33.31,-70.36,96,4.2,218.52054002206384,"Camino La Disputada, 769 0000 Lo Barnechea, Chile",-33.307852496802575,-70.35688205745063,,,7690000,,Camino La Disputada,Lo Barnechea,Camino La Disputada,Provincia de Santiago,,Santiago Metropolitan Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-07 09:44:18,-29.01,-70.36,97,4.8,596.4322784377121,"Sendero de Chile, Alto del Carmen, Chile",-29.0162960711888,-70.35630473490997,,,,,Sendero de Chile,Alto del Carmen,Sendero de Chile,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-06 20:05:01,-34.77,-71.78,40,3.6,629.8951349278921,"Lolol, Provincia de Colchagua, Chile",-34.7754461755194,-71.77266093495133,,,,,,Lolol,,Provincia de Colchagua,,O'Higgins Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-06 05:24:14,-30.72,-71.41,50,4.6,726.9443156579943,"Quebrada Espinal, Ovalle, Chile",-30.718998766713135,-71.4024850584853,,,,,Quebrada Espinal,Ovalle,Quebrada Espinal,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-05 17:12:14,-33.69,-71.5,40,5.3,594.7029568298263,"Viña Amayna (Garces Silva), San Antonio, Chile",-33.6875057,-71.4943141,,,,,Viña Amayna (Garces Silva),San Antonio,Viña Amayna (Garces Silva),Provincia de San Antonio,SA,Valparaiso Region,VS,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-05 16:04:21,-19.03,-69.89,38,3.6,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-05 09:52:47,-30.32,-71.53,26,4.2,12.002090806662602,"Ruta D-510, Coquimbo, Chile",-30.319245528885933,-71.53328755194798,,,,,Ruta D-510,Coquimbo,Ruta D-510,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-02 11:04:17,-30.67,-71.84,34,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-02 05:57:05,-36.94,-73.52,22,2.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-01 23:55:24,-33.93,-72.47,36,5.2,1765248.3058771219,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-12-01 13:19:33,-30.72,-71.44,39,4.0,1039.371823880729,"Ovalle, Provincia de Limarí, Chile",-30.7216968,-71.4293075,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-12-01 08:56:15,-20.38,-69.97,53,2.8,2149.517562286139,"Huemul, Pozo Almonte, Provincia del Tamarugal, Chile",-20.3625458,-69.9788634,,,,,,Pozo Almonte,Huemul,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-28 18:32:40,-33.7,-72.06,36,4.3,1798437.6201798865,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-11-28 10:53:48,-36.34,-72.95,20,2.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-27 18:07:42,-29.56,-71.44,41,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-27 17:22:45,-19.42,-69.22,110,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-26 14:12:25,-39.86,-71.52,161,4.5,0,"Departamento Huiliches, Argentina",-39.7772885,-71.3044435603032,,,,,,,Huiliches,Departamento Huiliches,HU,Neuquén Province,NQ,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-21 11:42:59,-31.6,-71.44,47,4.9,642.1948444664091,"Posta Mincha Sur, Ruta D-951, Canela, Chile",-31.599295599999998,-71.43326985,,,,,Ruta D-951,Canela,Posta Mincha Sur,Provincia de Choapa,CH,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-20 01:56:54,-29.87,-71.36,49,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-17 16:51:09,-29.05,-71.27,56,3.8,694.4998669111047,"Cerro Piedra Rodada, Huasco, Chile",-29.0491,-71.27707,,,,,,,Cerro Piedra Rodada,Huasco,HU,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-11-15 23:29:49,-25.14,-70.71,43,3.5,2023395.225956119,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-11-15 06:46:01,-30.16,-71.23,78,4.0,623.0435329306988,"Abastible, Coquimbo, Chile",-30.154466,-71.228985,,,,gas,Abastible,Coquimbo,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-12 18:29:15,-21.11,-68.96,112,4.5,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-10 07:53:37,-24.07,-69.05,115,4.7,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-09 18:54:09,-30.68,-71.75,35,5.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-08 11:57:32,-18.62,-70.52,39,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-08 08:16:12,-27.87,-71.12,33,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-08 07:33:44,-29.43,-71.17,52,3.8,491.0277182138059,"La Rincón, Elqui, Chile",-29.43333,-71.16667,,,,,,,La Rincón,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-11-06 19:08:30,-29.79,-71.48,47,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-06 18:07:36,-31.38,-72.41,18,4.2,1743632.1096668867,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-11-06 08:31:01,-19.73,-69.39,89,4.8,1889.2548269167821,"Huara, Provincia del Tamarugal, Chile",-19.7448504,-69.39877,,,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-02 14:06:54,-18.23,-70.03,105,3.9,0,"Tacna, TAC, Peru",-18.01386,-70.2511032,,,,,,Tacna,,,,Tacna,TAC,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-01 22:53:04,-27.22,-71.21,28,4.6,1910275.3992047552,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-11-01 22:19:52,-19.65,-69.41,101,6.3,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-11-01 06:31:09,-22.29,-68.75,103,4.9,460.2066643952865,"Ruta B-151, Calama, Chile",-22.28720390634258,-68.75624099014641,,,,,Ruta B-151,Calama,Ruta B-151,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-31 07:05:25,-27.65,-70.35,76,3.7,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-30 22:41:01,-25.14,-70.72,46,3.7,2022445.6959855396,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-10-30 05:42:59,-35.15,-72.06,18,3.7,625.1812783731559,"Camino El Macal, Curepto, Chile",-35.15333716278673,-72.04694366821278,,,,,Camino El Macal,Curepto,Camino El Macal,Provincia de Talca,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-28 16:22:37,-27.49,-71.1,45,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-27 15:46:44,-22.44,-68.68,110,4.6,853.7887990323692,"Salar Brinkerhoff, El Loa, Chile",-22.44547,-68.68583,,,,,,,Salar Brinkerhoff,El Loa,EL,De Antofagasta,AN,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-10-26 15:50:11,-35.64,-73.1,33,4.5,1753123.0019175052,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2018-10-26 12:03:24,-17.32,-70.07,128,4.8,738.3777717639416,"Huallachua, Tarata, Peru",-17.32583,-70.06667,,,,,,,Huallachua,Tarata,TA,Tacna,TA,Peru,pe,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-10-25 11:19:34,-30.64,-71.74,37,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-22 22:25:41,-20.55,-69.09,100,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-22 02:02:36,-32.65,-71.33,51,4.0,843.4855673271737,"Rincón Madre del Agua, Petorca, Chile",-32.64581,-71.32249,,,,,,,Rincón Madre del Agua,Petorca,PE,De Valparaiso,VS,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-10-19 03:20:27,-31.58,-71.45,46,3.5,681.7762242199914,"Cementerio Mincha Norte, Canela, Chile",-31.584713299999997,-71.4453966782105,,,,,Cementerio Mincha Norte,Canela,Cementerio Mincha Norte,Provincia de Choapa,CH,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-18 23:42:08,-22.62,-68.62,116,4.8,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-18 15:47:53,-17.91,-70.02,107,4.7,648.9438944188989,"Cerro Las Peñas, Tacna, Peru",-17.91583,-70.02028,,,,,,,Cerro Las Peñas,Tacna,TC,Tacna,TA,Peru,pe,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2018-10-17 11:46:55,-23.39,-69.81,48,4.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-16 23:53:17,-42.09,-72.85,88,4.1,0,"5860000 Hualaihué, Chile",-42.1948455,-72.33775889616126,,,5860000,,,Hualaihué,,Provincia de Palena,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-15 16:21:00,-27.78,-69.26,49,4.3,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2018-10-13 19:47:21,-31.56,-71.5,45,3.6,637.5677433811356,"Ruta D-751, Canela, Chile",-31.56901279590565,-71.4999629719532,,,,,Ruta D-751,Canela,Ruta D-751,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
