original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,suburb,district,street,county_code,city,state_code,county,state,country,country_code,name,attribution,attribution_license,attribution_url
2021-03-21 01:18:48,-20.12,-70.51,44,3.9,2286172.20171402,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-03-20 10:07:13,-37.53,-73.8,41,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-20 00:09:17,-22.94,-69.92,46,4.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-16 03:53:56,-34.8,-71.8,42,5.0,305.24970148444754,"Estero San Pedro de Alcántara, Paredones, Chile",-34.79780011832636,-71.7980002677576,,,,,Estero San Pedro de Alcántara,CC,Paredones,LI,Provincia de Cardenal Caro,O'Higgins Region,Chile,cl,Estero San Pedro de Alcántara,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-15 19:42:59,-29.45,-71.03,55,3.7,884.0627547465765,"San Pedro, Elqui, Chile",-29.45679,-71.02525,,,,,,EQ,,CO,Elqui,De Coquimbo,Chile,cl,San Pedro,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-03-15 18:13:24,-28.95,-71.27,44,3.7,51.481824677557356,"Quebrada del Morado, Huasco, Chile",-28.94954,-71.27006,,,,,,HU,,AT,Huasco,De Atacama,Chile,cl,Quebrada del Morado,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-03-13 12:17:21,-22.9,-69.74,69,4.3,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-12 16:59:53,-33.23,-71.89,24,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-12 16:25:06,-30.73,-71.42,51,3.8,1002.9731996047269,"Ovalle, Provincia de Limarí, Chile",-30.738859,-71.4180265,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-12 16:00:26,-33.21,-71.93,26,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-10 01:50:19,-25.27,-70.76,47,3.8,2013888.326977708,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-03-09 22:14:35,-22.79,-69.27,90,4.0,969.8701154046183,"Chancador Primario, 1390000 Sierra Gorda, Chile",-22.7819366,-69.27360701205743,,1390000,Minera Spence,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,Chancador Primario,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-08 17:25:02,-20.78,-69.85,69,3.8,842.9661988671728,"Cerro Tres Cumbres, Tamarugal, Chile",-20.77416,-69.84483,,,,,,TM,,TP,Tamarugal,De Tarapaca,Chile,cl,Cerro Tres Cumbres,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-03-08 12:48:06,-32.22,-70.09,128,5.3,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,CL,,J,Calingasta,San Juan,Argentina,ar,Calingasta,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-08 12:29:14,-19.01,-69.25,117,3.9,0,"1000000 Camarones, Chile",-18.9633718,-69.71519067506257,,1000000,,,,,Camarones,,Provincia de Arica,Arica y Parinacota Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-06 08:46:24,-39.81,-71.94,4,2.9,0,"5210000 Panguipulli, Chile",-39.6419909,-72.3333801,,5210000,,,,,Panguipulli,LR,Provincia de Valdivia,Los Ríos,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-03 21:50:36,-35.08,-71.14,100,4.4,176.07454824167425,"Andes Service S.A, camino los Niches, Curicó, Chile",-35.081459,-71.140752,,,Andes Service S.A.,,camino los Niches,CU,Curicó,ML,Curicó,Del Maule,Chile,cl,Andes Service S.A,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-02 16:05:35,-25.82,-70.91,38,3.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-25 12:42:02,-31.41,-71.19,78,3.3,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,,Canela,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-25 02:51:30,-33.89,-72.13,34,3.7,1795415.1555078663,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-24 12:14:57,-29.86,-71.71,44,3.8,1816041.4488707804,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-23 19:15:04,-20.11,-68.95,96,4.0,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-23 06:18:49,-31.75,-71.52,43,4.6,543.8476070178358,"Estero Chigualoco, Choapa, Chile",-31.75315,-71.5156,,,,,,CH,,CO,Choapa,De Coquimbo,Chile,cl,Estero Chigualoco,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-02-23 04:25:52,-35.35,-72.38,34,4.4,928.8760831037998,"3200856 Constitución, Chile",-35.3571324,-72.3853319,,3200856,,,,,Constitución,,Provincia de Talca,Maule Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-22 21:06:34,-29.33,-71.06,70,3.6,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,,Vallenar,,Provincia de Huasco,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-22 03:26:00,-32.63,-71.52,31,3.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-22 01:44:25,-22.79,-69.39,102,3.9,597.1027477629242,"Camino a Oficina Lina, Sierra Gorda, Chile",-22.79523630337277,-69.38369892170375,,,,,Camino a Oficina Lina,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,Camino a Oficina Lina,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-21 17:40:23,-31.5,-71.76,21,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-21 11:56:47,-35.68,-73.0,10,4.2,1763053.6231433442,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-20 07:11:42,-37.47,-72.28,94,4.6,498.58123051305836,"Los Ángeles, Provincia de Bío-Bío, Chile",-37.47330138882294,-72.28438655071832,,,,,,,Los Ángeles,,Provincia de Bío-Bío,Biobio Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-19 11:49:04,-33.24,-70.22,115,4.7,624.5665931886964,"Cerro El Plomo, Lo Barnechea, Provincia de Santiago, Chile",-33.2368382,-70.2144495,,,,,,SG,Lo Barnechea,RM,Provincia de Santiago,Santiago Metropolitan Region,Chile,cl,Cerro El Plomo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-19 10:48:37,-33.08,-72.25,42,4.4,1771572.1105345583,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-19 06:54:29,-29.35,-71.6,47,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-18 16:17:06,-31.46,-71.31,52,3.2,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,,Canela,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-18 07:33:43,-30.67,-71.31,55,3.4,928.2680691645438,"San Julián, Ruta 45, Ovalle, Chile",-30.6617401,-71.3085929,,,,,Ruta 45,LM,Ovalle,CO,Provincia de Limarí,Coquimbo Region,Chile,cl,San Julián,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-18 05:28:04,-31.31,-71.5,56,3.2,664.2577326087672,"Quebrada La Aguada o El Tomé, Canela, Chile",-31.305297289350925,-71.49568830741623,,,,,Quebrada La Aguada o El Tomé,CH,Canela,CO,Provincia de Choapa,Coquimbo Region,Chile,cl,Quebrada La Aguada o El Tomé,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-17 12:14:50,-29.28,-69.61,125,4.8,0,"Iglesia, Argentina",-29.58826425,-69.48016253361462,,,,,,IG,,J,Iglesia,San Juan,Argentina,ar,Iglesia,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-17 03:25:31,-25.05,-70.97,42,4.4,2002081.572800584,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-16 05:14:30,-31.97,-71.67,23,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-15 22:43:07,-20.07,-70.26,44,3.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-15 09:56:06,-19.76,-69.38,95,4.3,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-14 21:09:54,-21.4,-69.78,49,3.9,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-14 14:01:54,-29.39,-71.13,45,4.2,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-14 13:53:36,-26.75,-71.04,34,3.6,1939274.7261551707,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-14 11:51:03,-39.8,-71.94,8,3.8,934.8335478326862,"Estero Chanchan, Valdivia, Chile",-39.80115,-71.95084,,,,,,VD,,LR,Valdivia,De Los Rios,Chile,cl,Estero Chanchan,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-02-14 08:46:38,-31.5,-71.16,47,3.5,0,"1930000 Illapel, Chile",-31.6326932,-71.1683039,,1930000,,,,,Illapel,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-14 08:35:16,-39.78,-71.94,4,3.1,0,"5210000 Panguipulli, Chile",-39.6419909,-72.3333801,,5210000,,,,,Panguipulli,LR,Provincia de Valdivia,Los Ríos,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-14 08:19:10,-39.79,-71.95,4,3.8,1002.6905235094483,"Panguipulli, Provincia de Valdivia, Chile",-39.7863456,-71.9607282,,,,,,,Panguipulli,LR,Provincia de Valdivia,Los Ríos,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-13 18:49:42,-20.51,-70.59,41,5.2,2256276.2833261006,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-12 19:06:44,-30.71,-71.43,47,4.1,66.08302951947078,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,,,Ruta D-643,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,Ruta D-643,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-12 09:50:22,-30.71,-71.4,44,4.7,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-12 09:43:28,-33.54,-71.53,49,4.2,694.6378846660749,"Escuela Lo Zárate, Ruta G-972, Cartagena, Chile",-33.5338253,-71.5288629,,,,,Ruta G-972,SA,Cartagena,VS,Provincia de San Antonio,Valparaiso Region,Chile,cl,Escuela Lo Zárate,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-11 16:49:55,-29.93,-71.33,44,4.2,636.2772570446535,"Islote Pelícanos, Coquimbo, Chile",-29.93347445,-71.33524633941718,,,,,Islote Pelícanos,EQ,Coquimbo,CO,Elqui,De Coquimbo,Chile,cl,Islote Pelícanos,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-11 14:51:44,-39.8,-71.94,5,4.2,934.8335478326862,"Estero Chanchan, Valdivia, Chile",-39.80115,-71.95084,,,,,,VD,,LR,Valdivia,De Los Rios,Chile,cl,Estero Chanchan,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-02-11 14:01:28,-39.8,-71.95,5,4.7,146.63339497435442,"Estero Chanchan, Valdivia, Chile",-39.80115,-71.95084,,,,,,VD,,LR,Valdivia,De Los Rios,Chile,cl,Estero Chanchan,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-02-10 20:18:29,-31.77,-71.25,52,5.2,4355.726829240345,"Illapel, Provincia de Choapa, Chile",-31.7311923,-71.2562674,,,,,,,Illapel,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-09 11:49:40,-37.47,-72.28,68,3.7,498.58123051305836,"Los Ángeles, Provincia de Bío-Bío, Chile",-37.47330138882294,-72.28438655071832,,,,,,,Los Ángeles,,Provincia de Bío-Bío,Biobio Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-09 11:28:21,-18.59,-69.89,92,4.6,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,,Arica,,Provincia de Arica,Arica y Parinacota Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-06 21:14:28,-20.11,-70.12,54,3.7,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,IE,Iquique,TP,Provincia de Iquique,Tarapacа Region,Chile,cl,Iquique,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-06 17:20:03,-32.74,-71.55,24,3.4,5769.179219294489,"Ventanas, Provincia de Valparaíso, Chile",-32.7417709,-71.4883526,,,,,,,Ventanas,,Provincia de Valparaíso,Valparaiso Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-06 09:29:25,-32.74,-72.12,40,3.7,1779554.1859107148,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-02-05 20:58:44,-29.27,-71.29,60,3.2,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-02 17:36:28,-39.76,-73.22,40,4.2,747.7329330457458,"Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia), Valdivia, Chile",-39.762194,-73.228269,,,,,Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia),VD,,LR,Valdivia,De Los Rios,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-02-01 03:56:15,-29.71,-71.3,53,4.1,3.584900040299848,"La Serena, Provincia de Elqui, Chile",-29.71155677749334,-71.30160495010153,,,,,,,La Serena,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-31 23:20:49,-31.8,-68.98,9,4.9,0,"9241 J, Argentina",-31.575441,-68.92779263795131,,9241,,,,,,J,Zonda,San Juan,Argentina,ar,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-31 23:06:03,-31.52,-71.76,34,3.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-30 13:24:59,-19.93,-70.33,61,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-30 13:16:12,-29.44,-71.0,49,4.4,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-30 08:22:06,-18.24,-69.78,118,4.5,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,,Arica,,Provincia de Arica,Arica y Parinacota Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-30 00:51:39,-32.3,-71.58,58,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-26 16:45:14,-19.94,-69.74,58,3.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-26 13:50:10,-25.83,-70.8,40,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-24 18:26:51,-33.29,-71.88,34,3.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-24 14:25:52,-30.67,-71.34,54,3.7,1248.8902170737979,"Ovalle, Provincia de Limarí, Chile",-30.6628721,-71.3500911,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-24 00:07:44,-33.35,-70.21,123,5.7,676.0836335981843,"Cerro Lagruca, Santiago, Chile",-33.35591,-70.21171,,,,,,SG,,RM,Santiago,Metropolitana,Chile,cl,Cerro Lagruca,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-01-23 06:01:35,-22.17,-70.24,39,2.8,1261.277285993111,"Tocopilla, Provincia de Tocopilla, Chile",-22.1711501,-70.2278146,,,,,,,Tocopilla,,Provincia de Tocopilla,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-21 18:54:11,-25.45,-69.47,113,4.3,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-19 02:46:21,-31.83,-69.03,5,6.3,0,"9241 J, Argentina",-31.575441,-68.92779263795131,,9241,,,,,,J,Zonda,San Juan,Argentina,ar,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-18 14:01:44,-31.02,-71.37,63,3.4,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,,Punitaqui,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-17 18:21:40,-29.45,-71.19,55,3.5,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-17 12:32:12,-31.82,-71.41,50,4.4,1619.6551314231158,"Casuto, Los Vilos, Provincia de Choapa, Chile",-31.821991,-71.4269815,,,,,,,Los Vilos,,Provincia de Choapa,Coquimbo Region,Chile,cl,Casuto,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-16 03:53:35,-31.02,-71.39,67,5.1,576.491069474973,"Punitaqui, Provincia de Limarí, Chile",-31.013858067932457,-71.3756572718356,,,,,,,Punitaqui,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-15 00:04:30,-19.65,-69.35,100,3.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-14 11:58:26,-22.26,-70.57,24,3.8,2163117.0883322298,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-01-14 09:44:57,-29.97,-71.36,23,3.4,697.5010911178416,"Arturo Godoy 840, Coquimbo, Chile",-29.963829,-71.361299,840,,,,Arturo Godoy,EQ,Coquimbo,CO,Elqui,De Coquimbo,Chile,cl,,© OpenAddresses contributors,BSD-3-Clause License,
2021-01-13 16:52:58,-29.3,-71.25,47,3.8,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-12 11:04:37,-21.76,-68.69,110,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-10 22:11:09,-22.45,-68.59,102,4.7,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-10 08:15:18,-34.69,-71.85,51,4.5,895.6346583280223,"Mogote, Cardenal Caro, Chile",-34.69658,-71.85565,,,,,,CC,,LI,Cardenal Caro,Del Libertador B Ohiggins,Chile,cl,Mogote,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-01-10 03:54:13,-23.97,-67.06,226,6.4,0,"Municipio de San Antonio de los Cobres, Los Andes, Argentina",-24.217675,-66.3178734,,,,,,,Municipio de San Antonio de los Cobres,A,Los Andes,Salta,Argentina,ar,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-09 14:41:07,-21.01,-69.38,89,4.1,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-07 19:19:50,-29.83,-71.58,34,4.2,1828810.2398005018,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-01-07 18:19:09,-29.8,-71.63,33,4.4,1824282.2561020202,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-01-07 07:53:26,-31.84,-71.43,48,4.0,2022.7144541743653,"Casuto, Los Vilos, Provincia de Choapa, Chile",-31.821991,-71.4269815,,,,,,,Los Vilos,,Provincia de Choapa,Coquimbo Region,Chile,cl,Casuto,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-06 16:38:41,-19.55,-69.25,99,5.1,674.2056574076082,"Escuela Jaiña, Ruta A-475, Huara, Chile",-19.5547352,-69.2459813,,,,,Ruta A-475,TM,Huara,TP,Provincia del Tamarugal,Tarapacа Region,Chile,cl,Escuela Jaiña,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-05 22:00:02,-31.68,-70.56,119,4.8,0,"1950000 Salamanca, Chile",-31.7804674,-70.9649896,,1950000,,,,,Salamanca,,Provincia de Choapa,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-04 00:23:20,-19.72,-69.47,94,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-03 13:20:19,-30.87,-71.3,52,4.2,39.86696694520009,"Ruta D-607, Punitaqui, Chile",-30.876015985199917,-71.29994228181779,,,,,Ruta D-607,,Punitaqui,,Provincia de Limarí,Coquimbo Region,Chile,cl,Ruta D-607,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-02 08:40:21,-23.48,-68.89,106,4.3,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-01-01 19:33:31,-23.48,-68.78,112,4.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
