original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,suburb,name,street,postcode,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2015-12-28 07:25:36,-31.63,-70.64,117,4.2,0,"1950000 Salamanca, Chile",-31.7804674,-70.9649896,,,,,1950000,Salamanca,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-27 23:47:09,-31.78,-71.66,48,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-27 21:59:13,-20.71,-69.26,103,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-27 16:13:49,-30.63,-71.16,59,4.1,434.49637397586224,"Quebrada Amarilla, Ovalle, Chile",-30.62995634980537,-71.15545917316332,,,Quebrada Amarilla,Quebrada Amarilla,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-27 12:34:28,-20.69,-68.8,105,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-26 17:59:39,-31.75,-71.93,41,4.8,1790156.4960503709,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-26 17:58:09,-31.76,-72.1,32,4.9,1774133.1537452308,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-25 15:11:50,-30.59,-71.29,60,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-24 10:42:18,-35.45,-72.99,36,4.7,1756757.2712827995,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-23 23:53:34,-20.54,-69.22,112,4.4,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-23 15:45:00,-20.35,-68.94,106,4.5,775.5724312240518,"Huasco, Tamarugal, Chile",-20.35582,-68.9441,,,Huasco,,,,TM,Tamarugal,TP,De Tarapaca,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-23 09:15:37,-31.06,-71.34,57,4.5,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-22 18:46:39,-30.8,-71.25,62,4.6,60.97620845915372,"Ruta D-717, Punitaqui, Chile",-30.800078041000432,-71.24788170614453,,,Ruta D-717,Ruta D-717,,Punitaqui,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-21 17:04:51,-31.54,-71.41,48,4.2,1524.1775918566086,"Canela, Provincia de Choapa, Chile",-31.5444227,-71.3947767,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-20 22:51:37,-30.59,-71.25,62,4.0,1429.9578367730023,"Ovalle, Provincia de Limarí, Chile",-30.5802602,-71.2597543,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-19 19:25:05,-30.64,-71.31,50,6.0,458.9039352164344,"Quebrada El Ingenio, Provincia de Limarí, Chile",-30.636391793317582,-71.30767170032078,,,Quebrada El Ingenio,Quebrada El Ingenio,,,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-18 02:34:36,-30.62,-71.67,39,4.2,882.1595543109075,"Quebrada El Varillar, Ovalle, Chile",-30.625997869893673,-71.6639656481137,,,Quebrada El Varillar,Quebrada El Varillar,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-17 22:56:16,-30.63,-71.66,41,4.3,584.8227905825447,"Quebrada El Varillar, Ovalle, Chile",-30.625997869893673,-71.6639656481137,,,Quebrada El Varillar,Quebrada El Varillar,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-17 06:55:57,-30.38,-71.68,25,4.5,1645.331870950155,"Ovalle, Provincia de Limarí, Chile",-30.367673,-71.6705131,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-17 04:18:59,-30.75,-71.39,53,4.4,697.2925098322854,"Estero Cachaco, Limarí, Chile",-30.75541,-71.38631,,,Estero Cachaco,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-16 00:35:59,-27.28,-70.0,104,4.1,307.65102240182057,"Copiapó, Provincia de Copiapó, Chile",-27.277374637714153,-69.99900471494435,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-15 04:51:03,-29.35,-71.99,23,4.7,1794487.088653588,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-15 04:22:58,-30.7,-71.72,35,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-13 12:08:29,-30.63,-71.61,32,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-12 15:08:58,-35.08,-71.92,51,4.9,1379.6971085829236,"Curepto, Provincia de Talca, Chile",-35.0727785,-71.932329,,,,,,Curepto,,Provincia de Talca,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-12 03:48:13,-25.54,-70.48,58,4.3,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-11 22:07:38,-19.75,-69.24,98,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-10 07:50:03,-20.66,-69.19,105,4.2,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-10 00:37:37,-30.98,-71.33,59,4.3,345.255031392682,"Loma El Sauce, Limarí, Chile",-30.98231,-71.33242,,,Loma El Sauce,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-10 00:17:06,-35.83,-73.74,20,4.0,1704356.06509239,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-10 00:09:24,-35.91,-73.56,14,5.3,1722545.6958609726,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-12-08 12:56:07,-30.84,-71.71,40,5.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-07 07:51:13,-31.13,-71.26,47,5.5,0,"Combarbalá, Provincia de Limarí, Chile",-31.1781518,-71.0024382,,,,,,Combarbalá,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-05 10:29:18,-22.54,-70.32,39,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-04 08:44:37,-30.8,-71.46,53,4.5,308.0607684433843,"Quebrada Los Canelos, Limarí, Chile",-30.79973,-71.45679,,,Quebrada Los Canelos,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-03 21:09:46,-20.78,-69.25,104,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-03 14:55:39,-22.52,-68.81,87,4.2,36.231555983489606,"Parque Eólico El Pampero, Calama, Chile",-22.524086738342024,-68.80250507504354,,,Parque Eólico El Pampero,Parque Eólico El Pampero,,Calama,EL,Provincia de El Loa,AN,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-03 08:32:45,-29.84,-71.54,48,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-02 15:13:49,-19.67,-69.27,101,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-01 14:29:22,-30.65,-71.54,44,4.0,805.945669597285,"Loma de las Cañas, Limarí, Chile",-30.65147,-71.54825,,,Loma de las Cañas,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-01 13:39:56,-16.58,-71.3,128,5.3,579.0832816013128,"Quebrada Totorane, Arequipa, Peru",-16.57963,-71.29458,,,Quebrada Totorane,,,,AQ,Arequipa,AR,Arequipa,Peru,pe,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-12-01 12:08:33,-30.29,-71.51,51,5.1,335.39274611137944,"Sitio Ramsar Humedales Costeros de la Bahía Tongoy, Coquimbo, Provincia de Elqui, Chile",-30.2885782,-71.51308067074432,,,Sitio Ramsar Humedales Costeros de la Bahía Tongoy,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-01 07:26:13,-31.59,-71.36,41,4.7,1877.7160760900533,"Canela, Provincia de Choapa, Chile",-31.5754734,-71.3498926,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-01 03:04:04,-30.41,-71.63,18,4.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-30 14:45:24,-24.31,-67.46,208,5.5,0,"Municipio de Tolar Grande, Los Andes, Argentina",-24.5894782,-67.3966467,,,,,,Municipio de Tolar Grande,,Los Andes,A,Salta,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-29 00:47:50,-30.34,-71.54,17,4.2,163.23484056088674,"Ruta D-510, Coquimbo, Chile",-30.319245528885933,-71.53328755194798,,,Ruta D-510,Ruta D-510,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-28 06:08:34,-30.66,-71.76,37,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-28 05:44:37,-30.34,-72.34,32,5.4,1752121.541803336,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-27 21:45:13,-24.74,-70.55,39,5.0,981.0794312968749,"Taltal, Provincia de Antofagasta, Chile",-24.7424661,-70.5593276,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-27 21:00:21,-24.78,-70.55,37,6.3,950.4945733687973,"Punta Panul, Taltal, Provincia de Antofagasta, Chile",-24.7882735,-70.5476332,,,Punta Panul,,,Taltal,AN,Provincia de Antofagasta,AN,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-25 04:04:11,-19.96,-69.19,105,4.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-24 23:42:08,-31.75,-71.69,41,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-22 22:16:54,-23.63,-69.05,97,5.1,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,,1390000,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-22 15:23:57,-30.26,-71.58,40,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-22 12:49:00,-30.68,-71.65,67,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-22 05:57:39,-30.41,-71.71,38,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 23:05:28,-30.61,-71.8,35,6.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 22:16:58,-30.64,-71.67,38,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 22:12:36,-30.63,-71.66,36,4.5,584.8227905825447,"Quebrada El Varillar, Ovalle, Chile",-30.625997869893673,-71.6639656481137,,,Quebrada El Varillar,Quebrada El Varillar,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 19:37:57,-31.59,-71.72,45,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 16:11:34,-34.95,-71.63,47,4.2,282.61145570797265,"Ruta J-680, Hualañé, Chile",-34.945743131580755,-71.63238401589177,,,Ruta J-680,Ruta J-680,,Hualañé,,Provincia de Curicó,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-21 00:12:34,-32.97,-70.29,106,4.5,0,"2100000 Los Andes, Chile",-32.8336867,-70.5981609,,,,,2100000,Los Andes,,Provincia de Los Andes,,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-19 05:02:20,-30.25,-71.78,5,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-18 06:13:17,-19.34,-69.39,108,4.6,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-17 13:16:27,-30.68,-71.36,54,4.5,2127.291684509815,"Ovalle, Provincia de Limarí, Chile",-30.6628721,-71.3500911,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-16 09:57:07,-30.59,-71.27,47,4.0,755.1220051895646,"PMGD PFV Granate, Limarí, Chile",-30.589598,-71.262125,,,,PMGD PFV Granate,,,LM,Limarí,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-16 04:55:36,-18.79,-69.94,85,4.5,0,"Arica, Provincia de Arica, Chile",-18.4785288,-70.3211394,,,,,,Arica,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-16 01:57:10,-31.6,-71.42,27,4.0,365.1467855932692,"Cementerio Mincha Sur, Canela, Chile",-31.598107,-71.4231504025037,,,Cementerio Mincha Sur,Cementerio Mincha Sur,,Canela,CH,Provincia de Choapa,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-15 21:48:01,-22.56,-68.91,102,4.1,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-15 05:18:30,-30.71,-71.38,50,4.0,98.04618608568528,"Monumento Arqueológico Valle del Encanto, Quebrada Espinal, 184 0000 Ovalle, Chile",-30.704937299999997,-71.378561888444,,,Monumento Arqueológico Valle del Encanto,Quebrada Espinal,1840000,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-14 12:58:19,-30.74,-71.41,44,4.3,724.6386767148384,"Escuela El Espinal, Ruta D-643, Ovalle, Chile",-30.7396665,-71.4175722,,,Escuela El Espinal,Ruta D-643,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-11 07:59:32,-31.77,-71.52,35,4.4,399.4656613460708,"Caleta Chigualoco, Chile",-31.7675804,-71.5168766,,,Caleta Chigualoco,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-11 02:46:16,-29.55,-72.26,12,6.9,1766185.127700389,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-11 02:23:41,-29.46,-71.76,15,5.1,1815332.7637693058,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-11 01:54:36,-29.46,-72.12,33,6.9,1780665.1901829029,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-10 23:48:26,-29.5,-71.97,53,5.0,1794656.4730897548,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-10 19:38:22,-30.82,-71.42,50,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-10 17:48:22,-22.25,-68.81,126,5.4,686.4467224705285,"Cerro de Chuquicamata, El Loa, Chile",-22.25,-68.81667,,,Cerro de Chuquicamata,,,,EL,El Loa,AN,De Antofagasta,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-11-10 12:58:37,-30.8,-71.46,57,5.0,308.0607684433843,"Quebrada Los Canelos, Limarí, Chile",-30.79973,-71.45679,,,Quebrada Los Canelos,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-11-09 04:46:27,-23.48,-69.03,116,5.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,,1390000,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-08 08:13:37,-17.47,-69.79,194,5.5,0,"Palca, TAC, Peru",-17.7779521,-69.959659,,,,,,Palca,,,TAC,Tacna,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 23:56:21,-30.71,-71.39,47,4.5,894.9417793729395,"Petroglifos Valle Del Encanto, Ruta Turistica Valle del Encanto, 184 0000 Ovalle, Chile",-30.7057074,-71.3820816,,,Petroglifos Valle Del Encanto,Ruta Turistica Valle del Encanto,1840000,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 15:16:56,-30.83,-71.4,49,4.0,12.000447448155962,"Ruta D-641, Ovalle, Chile",-30.813711414235744,-71.39255254765371,,,Ruta D-641,Ruta D-641,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 11:51:29,-30.7,-71.63,28,4.3,963.5754831887251,"Quebrada Las Vacas, Ovalle, Chile",-30.706998074364726,-71.63594400805624,,,Quebrada Las Vacas,Quebrada Las Vacas,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 10:53:42,-30.72,-71.37,48,6.0,485.7746555435637,"Cerro Las Peñas, Limarí, Chile",-30.71564,-71.37032,,,Cerro Las Peñas,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-11-07 10:38:24,-30.78,-71.4,55,4.3,510.9793720785416,"Ovalle, Provincia de Limarí, Chile",-30.781658538499094,-71.40663963527727,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 10:31:19,-30.77,-71.36,47,4.9,27.309715212278952,"Ruta D-629, Ovalle, Chile",-30.76636377729677,-71.36142367472053,,,Ruta D-629,Ruta D-629,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 09:16:59,-30.82,-71.38,50,4.4,1363.275211252747,"Ovalle, Provincia de Limarí, Chile",-30.8134946,-71.3921004,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 07:31:41,-30.87,-71.43,48,6.8,734.7524871342478,"Escuela Los Trigos, Ruta D-651, Ovalle, Chile",-30.8670985,-71.4230836,,,Escuela Los Trigos,Ruta D-651,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-07 07:04:31,-29.47,-72.35,15,6.0,1758401.1547966816,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-06 11:44:49,-19.99,-68.95,106,4.6,926.5514275166012,"Cueva Negra, Pica, Provincia del Tamarugal, Chile",-19.9845833,-68.9432623,,,Cueva Negra,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-06 08:44:09,-30.16,-72.13,42,5.1,1773349.3666256466,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-11-05 17:02:39,-30.71,-71.76,33,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-05 01:28:45,-30.68,-71.39,41,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-03 21:30:17,-30.8,-71.41,50,4.0,740.158958131676,"Quebrada La Calera, Ovalle, Chile",-30.793530560890932,-71.40817630714662,,,Quebrada La Calera,Quebrada La Calera,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-03 01:43:30,-30.64,-71.72,36,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-01 15:16:16,-23.23,-68.53,115,5.9,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,San Pedro de Atacama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-11-01 01:28:39,-38.82,-73.42,50,5.1,3673.465306831415,"Saavedra, Provincia de Cautín, Chile",-38.7923166,-73.3968651,,,,,,Saavedra,,Provincia de Cautín,,Araucania Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-10-30 03:05:10,-19.3,-69.62,97,4.0,818.3261672204676,"Quebrada de Nama, Camiña, Chile",-19.30671630891452,-69.61681220299067,,,Quebrada de Nama,Quebrada de Nama,,Camiña,TM,Provincia del Tamarugal,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
