original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,street,postcode,suburb,name,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2022-07-03 23:39:05,-19.35,-70.24,76,4.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-07-03 02:20:40,-23.07,-69.49,88,4.2,445.9345173033102,"Quebrada Julia, Antofagasta, Chile",-23.07401,-69.49006,,,,,,Quebrada Julia,,AN,Antofagasta,AN,De Antofagasta,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-06-29 20:20:29,-28.84,-71.04,70,4.0,992.7410209411698,"Sierra Las Perdices, Huasco, Chile",-28.84106,-71.02988,,,,,,Sierra Las Perdices,,HU,Huasco,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-06-28 11:59:05,-18.25,-71.06,49,5.0,0,Peru,-6.8699697,-75.0458515,,,,,,,,,,,,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-28 09:03:02,-30.2,-71.27,70,3.5,1427.4535588846747,"Coquimbo, Provincia de Elqui, Chile",-30.2060455,-71.2568964,,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-27 04:49:03,-22.65,-68.83,106,4.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-26 13:16:11,-23.12,-69.31,86,3.9,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-26 04:49:53,-19.76,-69.38,92,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-25 03:54:50,-29.57,-71.36,70,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-23 14:52:54,-32.59,-70.13,19,3.4,0,"M5553 Distrito Las Cuevas, Argentina",-32.8135179,-70.0485462,,,,M5553,,,Distrito Las Cuevas,,Departamento Las Heras,M,Mendoza,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-22 00:01:39,-31.06,-69.09,98,4.7,820.9927529838684,"Pirca del Viento, Ullúm, Argentina",-31.0528084,-69.0919515,,,,,,Pirca del Viento,,UL,Ullúm,J,San Juan,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-20 01:17:49,-20.29,-68.75,113,4.6,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-17 23:29:02,-36.77,-73.01,21,3.2,172.51136152858402,"San Andres SN, Concepción, Chile",-36.769398,-73.011785,SN,,San Andres,,,,Concepción,CN,Concepción,BI,Del Bio-Bio,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2022-06-16 14:48:14,-27.78,-70.51,82,3.2,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-15 17:37:02,-34.98,-71.12,104,3.9,1629.722017979946,"Romeral, Provincia de Curicó, Chile",-34.9679045,-71.1301012,,,,,,,Romeral,,Provincia de Curicó,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-15 14:06:37,-31.4,-71.67,51,3.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-15 02:08:03,-20.4,-69.07,97,3.8,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-14 12:50:27,-19.62,-69.02,114,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-11 22:14:03,-30.99,-71.39,65,3.4,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-11 12:27:15,-21.14,-68.37,136,4.8,0,"Ollagüe, Provincia de El Loa, Chile",-21.2240535,-68.2535085,,,,,,,Ollagüe,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-11 03:50:18,-20.22,-69.13,104,4.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-09 08:32:46,-24.04,-69.69,68,5.4,538.89807581194,"Ruta B-55, Antofagasta, Chile",-24.033210559502194,-69.64545770581339,,,Ruta B-55,,,Ruta B-55,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-08 05:45:28,-32.1,-71.74,24,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-07 21:02:40,-32.09,-71.12,62,3.5,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-05 03:52:35,-30.72,-71.23,40,3.8,259.8181025491083,"Ovalle, Provincia de Limarí, Chile",-30.72012455962808,-71.23273293444221,,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-03 15:20:27,-21.16,-70.06,77,4.5,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,Iquique,Iquique,IE,Provincia de Iquique,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-03 14:54:35,-23.16,-68.46,118,5.4,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,,San Pedro de Atacama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-03 09:07:49,-19.17,-69.31,107,4.2,195.28144494806043,"Ruta A-45, Camiña, Chile",-19.198493650706205,-69.37001846147983,,,Ruta A-45,,,Ruta A-45,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-02 15:44:52,-21.82,-69.92,58,4.7,0,"Tocopilla, Provincia de Tocopilla, Chile",-22.0887189,-70.1960657,,,,,,,Tocopilla,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-06-01 10:12:28,-20.08,-69.22,102,3.9,602.2251801292745,"Camino Ipia, Pozo Almonte, Chile",-20.074618144620704,-69.21884913107988,,,Camino Ipia,,,Camino Ipia,Pozo Almonte,,Provincia del Tamarugal,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-31 00:29:30,-20.45,-68.94,98,4.2,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-30 00:59:39,-22.25,-70.17,66,4.4,0,"Tocopilla, Provincia de Tocopilla, Chile",-22.0887189,-70.1960657,,,,,,,Tocopilla,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-27 05:37:18,-26.44,-70.4,88,5.3,0,"1490000 Chañaral, Chile",-26.347934,-70.6223617,,,,1490000,,,Chañaral,,Provincia de Chañaral,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-27 01:01:24,-20.09,-69.29,98,3.8,193.11846983308578,"Quebrada Guataguata, Pozo Almonte, Chile",-20.08834955,-69.2905757,,,Quebrada Guataguata,,,Quebrada Guataguata,Pozo Almonte,TM,Provincia del Tamarugal,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-26 12:14:22,-34.63,-73.68,35,4.7,1672591.0088218853,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-26 12:02:17,-14.7,-70.6,221,7.0,1204.457791274442,"Orurillo, PUN, Peru",-14.6912204,-70.6065588,,,,,,,Orurillo,,,PUN,Puno,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-26 08:19:52,-32.42,-71.68,36,3.0,1817639.8983671032,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-25 22:51:44,-21.88,-69.74,64,4.8,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-24 12:58:00,-17.64,-69.62,152,5.4,0,"General Lagos, Provincia de Parinacota, Chile",-17.83273175,-69.55358735089871,,,,,,,General Lagos,,Provincia de Parinacota,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-24 03:47:38,-28.15,-70.75,50,5.1,786.7955767713207,"Quebrada de Los Porotillos, Vallenar, Chile",-28.142926042367876,-70.74981624951366,,,Quebrada de Los Porotillos,,,Quebrada de Los Porotillos,Vallenar,HU,Provincia de Huasco,AT,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-23 00:11:49,-18.79,-70.15,58,3.7,575.579125233137,"Quebrada de Garza, Arica, Chile",-18.793650624695367,-70.14612362639669,,,Quebrada de Garza,,,Quebrada de Garza,Arica,AR,Provincia de Arica,AP,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-21 16:23:37,-30.77,-71.38,43,3.8,488.19343427408296,"Camarico, Limarí, Chile",-30.76667,-71.38333,,,,,,Camarico,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-21 13:41:46,-20.52,-69.2,98,4.3,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-21 09:56:07,-32.6,-71.73,34,4.2,1814513.000460252,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-21 03:14:03,-18.83,-69.76,59,3.0,403.81290406727203,"Ruta A-35, Camarones, Chile",-18.831211615718438,-69.75303799959923,,,Ruta A-35,,,Ruta A-35,Camarones,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-20 23:47:49,-27.02,-70.73,49,4.5,609.5509679629116,"Quebrada El Tabaco, Copiapó, Chile",-27.01822,-70.73582,,,,,,Quebrada El Tabaco,,CO,Copiapó,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-20 09:07:48,-29.55,-71.88,49,5.7,1802767.737471908,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-18 11:52:36,-33.77,-71.12,57,3.6,481.5124498121806,"Cajón de Aculeo, Melipilla, Chile",-33.76667,-71.11667,,,,,,Cajón de Aculeo,,ME,Melipilla,RM,Metropolitana,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-18 11:27:09,-17.97,-69.79,129,4.7,828.6376810437903,"Cerro Vicuña, Tacna, Peru",-17.96278,-69.78806,,,,,,Cerro Vicuña,,TC,Tacna,TA,Tacna,Peru,pe,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-17 07:19:31,-36.86,-71.38,17,4.0,815.5767661392988,"Volcán Chillán Nuevo, Coihueco, Provincia de Punilla, Chile",-36.8671095,-71.377746,,,,,,Volcán Chillán Nuevo,Coihueco,NU,Provincia de Punilla,BI,Nuble Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-15 02:00:02,-25.89,-70.34,75,4.1,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-13 15:17:51,-30.64,-71.27,55,4.1,927.6136958016403,"Los Aromos SN, Limarí, Chile",-30.638423,-71.279521,SN,,Los Aromos,,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2022-05-13 07:50:33,-33.3,-71.91,32,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-12 16:43:28,-20.03,-69.2,98,4.0,1708.0236062664703,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.0226995,-69.2143846,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-11 15:21:16,-21.68,-70.19,67,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-11 03:57:22,-32.82,-71.35,54,3.4,0,"Puchuncaví, Provincia de Valparaíso, Chile",-32.7259856,-71.4150065,,,,,,,Puchuncaví,,Provincia de Valparaíso,,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-10 23:06:29,-23.38,-67.31,250,6.9,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,,San Pedro de Atacama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-10 02:18:31,-17.61,-70.42,105,5.0,665.7512306838111,"Cerro Sambalay, Tacna, Peru",-17.61139,-70.42611,,,,,,Cerro Sambalay,,TC,Tacna,TA,Tacna,Peru,pe,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-09 19:36:35,-32.4,-71.34,56,3.0,626.2136930672432,"Las Tupas, Petorca, Chile",-32.4,-71.33333,,,,,,Las Tupas,,PE,Petorca,VS,De Valparaiso,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-05-07 06:12:23,-36.54,-72.86,32,4.4,61.648234679508626,"Camino Menque - Crucero Las Almendras, Tomé, Chile",-36.54528725908782,-72.85924340665089,,,Camino Menque - Crucero Las Almendras,,,Camino Menque - Crucero Las Almendras,Tomé,,Provincia de Concepción,,Biobio Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-05 21:05:28,-33.22,-72.79,23,5.4,1723700.902909902,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-05 17:21:43,-32.12,-71.14,75,3.7,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-05 12:38:25,-18.97,-69.94,52,3.4,0,"1000000 Camarones, Chile",-18.9633718,-69.71519067506257,,,,1000000,,,Camarones,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-04 23:29:02,-32.41,-71.67,33,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-04 17:15:00,-26.15,-69.72,123,3.9,0,"1500000 Diego de Almagro, Chile",-26.3910794,-70.0459281,,,,1500000,,,Diego de Almagro,,Provincia de Chañaral,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-05-04 12:48:22,-32.23,-71.9,32,4.9,1795590.7657736572,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-04 11:59:35,-32.23,-71.85,33,5.3,1800284.5501968204,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-04 06:54:12,-32.25,-71.94,26,5.2,1791978.7256194674,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-04 03:45:59,-32.25,-71.91,31,5.0,1794794.047108854,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-05-03 09:50:04,-30.79,-71.31,56,4.2,568.3993417657861,"Punitaqui, Provincia de Limarí, Chile",-30.784050098284133,-71.29894987301218,,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-30 02:42:39,-35.02,-72.14,38,3.3,983.0540198981188,"Estero Coquimbo, Curicó, Chile",-35.01667,-72.15,,,,,,Estero Coquimbo,,CU,Curicó,ML,Del Maule,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-04-29 15:14:49,-32.45,-71.86,24,3.9,1801039.0507464954,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-27 14:13:55,-19.87,-69.14,101,4.5,470.1834235255206,"Ruta A-563, Huara, Chile",-19.86737626592315,-69.16185128876282,,,Ruta A-563,,,Ruta A-563,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-26 13:55:37,-34.99,-71.91,42,3.9,341.0016683530914,"Estación Mataquito, Curicó, Chile",-34.99119,-71.91345,,,,,,Estación Mataquito,,CU,Curicó,ML,Del Maule,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2022-04-24 19:13:16,-31.22,-71.49,52,3.4,427.9905885699786,"Ruta D-913, Canela, Chile",-31.224006346649553,-71.48406196764095,,,Ruta D-913,,,Ruta D-913,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-24 14:45:07,-35.22,-71.34,93,5.2,634.1418778925827,"Canal Maule Bajo, Río Claro, Chile",-35.22444385,-71.3356246,,,Canal Maule Bajo,,,Canal Maule Bajo,Río Claro,TC,Provincia de Talca,ML,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-23 11:14:53,-25.48,-70.56,55,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-20 11:19:06,-22.88,-68.42,120,5.6,0,"San Pedro de Atacama, Provincia de El Loa, Chile",-22.910832,-68.2001376,,,,,,,San Pedro de Atacama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-20 09:40:34,-32.1,-71.09,61,4.5,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-19 18:34:07,-20.07,-69.36,112,3.7,547.4385036164116,"Ruta A-527, Pozo Almonte, Chile",-20.067162711641487,-69.37770977659808,,,Ruta A-527,,,Ruta A-527,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-19 12:56:09,-24.67,-67.24,189,4.6,0,"Municipio de Tolar Grande, Los Andes, Argentina",-24.5894782,-67.3966467,,,,,,,Municipio de Tolar Grande,,Los Andes,A,Salta,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-17 18:44:06,-21.94,-70.44,31,3.6,2191388.1346218497,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-17 18:15:08,-21.93,-70.39,30,3.8,2196470.045589619,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-17 09:39:09,-32.19,-71.41,50,3.9,0,"La Ligua, Provincia de Petorca, Chile",-32.4496375,-71.2316695,,,,,,,La Ligua,,Provincia de Petorca,,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-16 17:10:35,-34.0,-72.38,31,4.9,1774783.295249284,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-16 13:53:18,-30.01,-71.55,56,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-15 16:43:32,-22.74,-69.91,69,5.0,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-15 04:06:56,-27.23,-70.62,50,3.4,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-15 02:30:50,-27.23,-70.63,50,4.2,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-14 22:17:55,-32.16,-71.43,50,4.9,10.707395378956253,"Ruta D-969, Los Vilos, Chile",-32.150502874516576,-71.43376641496388,,,Ruta D-969,,,Ruta D-969,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-14 09:01:52,-23.0,-69.45,84,3.9,1693.404637318934,"Oficina Angamos, Sierra Gorda, Provincia de Antofagasta, Chile",-23.0021106,-69.4336152,,,,,,Oficina Angamos,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-14 01:29:12,-26.43,-70.8,32,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-13 16:21:25,-19.39,-69.04,121,4.4,0,"Colchane, Provincia del Tamarugal, Chile",-19.275822,-68.6389471,,,,,,,Colchane,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-11 19:44:53,-19.16,-70.06,59,4.4,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-11 06:09:27,-22.28,-70.48,10,3.7,2170358.78729992,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-11 01:46:28,-21.11,-68.63,136,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-08 02:18:58,-25.5,-70.93,37,4.2,1989498.6913084115,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2022-04-04 23:12:10,-30.19,-71.25,57,4.2,775.236193630544,"Quebrada Los Rincones, Coquimbo, Chile",-30.192148691670738,-71.25767335575713,,,Quebrada Los Rincones,,,Quebrada Los Rincones,Coquimbo,EQ,Provincia de Elqui,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2022-04-03 04:41:10,-29.56,-71.25,52,3.9,194.49814655015464,"Portezuelo Buenos Aires, Elqui, Chile",-29.55859,-71.24881,,,,,,Portezuelo Buenos Aires,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
